Certificat de Professionalitat;Descripció ;Hores;NivellEspecialitat;FamProfDescCat;Competències;Descripció de la competència;Durada 
TMVG0310;Manteniment del motor i dels sistemes elèctrics, de seguretat i confortabilitat de maquinària agrícola, d'indústries extractives i d'edificació i obra civil;510,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0853_2;Mantenir els sistemes elèctrics, de seguretat i comfortabilitat, de maquinària agrícola, d'indústries extractives i d'edificació i obra civil;250,
IMSE0109;Luminotècnia per a l'espectacle en viu;640,;3;IMATGE I SO;UC0211_3;Gestionar, coordinar, supervisar i realitzar el muntatge, desmuntatge i manteniment dels equips d'il·luminació per a un espectacle en viu;200,
COML0209;Organització del transport i la distribució;420,;3;COMERÇ I MARQUETING;UC1005_3;Col·laborar en l'optimització de la cadena logística amb els criteris establerts per l'organització;90,
AFDA0411;Animació físic-esportiva i recreativa per a persones amb discapacitat;740,;3;ACTIVITATS FÍSIQUES I ESPORTIVES;UC1660_3;Concretar, dirigir i dinamitzar activitats, jocs i esports amb i sense adaptacions i col·laborar en competicions recreatives i esdeveniments físic-esportius i recreatius per a usuaris amb discapacitat intel·lectual;150,
IFCT0209;Sistemes microinformàtics;600,;2;INFORMÀTICA I COMUNICACIONS;UC0220_2;Instal·lar, configurar i verificar els elements de la xarxa local segons procediments establerts;160,
TMVU0312;Organització i supervisió del manteniment dels sistemes i equips d'embarcacions esportives i d'esbarjo;530,;3;TRANSPORT I MANTENIMENT DE VEHICLES;UC1997_3;Organitzar i supervisar el manteniment dels sistemes i equips de generació, acumulació i consum d'energia elèctrica d'embarcacions esportives i d'esbarjo;150,
IEXD0208;Extracció de la pedra natural;450,;2;INDÚSTRIES EXTRACTIVES;UC0426_2;Realitzar voladures a cel obert;80,
IFCT09;Administració dIBM Websphere application server;150,;3;INFORMÀTICA I COMUNICACIONS;noUC_IFCT09;;50,
SSCG11;Atenció especialitzada a persones dependents amb Trastorn de l¿Espectre de l¿Autisme;250,;2;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_sscg11;;15,
FMEM06;Programació del braç robòtic FANUC ¿ nivell inicial;40,;2;FABRICACIÓ MECÀNICA;noUC_fmem06;-;5,
INAD01;Seguretat i higiene en la indústria alimentària;60,;3;INDÚSTRIA ALIMENTÀRIA;noUC_inad01;-;10,
IFCT19;"Enginyer de sistemes ""RED HAT LINUX""";220,;3;INFORMÀTICA I COMUNICACIONS;noUC_IFCT19;;80,
IMSV0109;Muntatge i postproducció d'audiovisuals;510,;3;IMATGE I SO;UC0948_3;Preparar els materials i efectes necessaris per al muntatge i postproducció;130,
MAMD0210;Planificació i gestió de la fabricació en indústries de fusta i suro;570,;3;FUSTA, MOBLE I SURO;UC1365_3;Gestionar el parc de fusta i suro;70,
ELEE0010;Manteniment en sistemes de telecomunicació de seguretat i control en subestacions elèctriques;80,;2;ELECTRICITAT I ELECTRÒNICA;noUC_elee0010;-;30,
AFDA0209;Guia per itineraris eqüestres en medi natural;580,;2;ACTIVITATS FÍSIQUES I ESPORTIVES;UC0272_2;Assistir com a primer intervinent en cas d'accident o situació d'emergència;40,
INAI0108;Carnisseria i elaboració de productes carnis;510,;2;INDÚSTRIA ALIMENTÀRIA;UC0298_2;Elaborar productes carnis industrials mantenint la qualitat i higiene requerides;180,
IFCT65;Administrador de Bases de Dades SQL Server;225,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct65;;40,
INAI03;Operacions bàsiques en la preparació per a la venda de productes de carnisseria i xarcuteria;310,;1;INDÚSTRIA ALIMENTÀRIA;noUC_inai03;;120,
QUIT0509;Organització i control de la transformació de polímers termoplàstics;660,;3;QUÍMICA;UC0785_3;Coordinar i controlar les operacions complementàries, d'acabament, i la qualitat de materials i productes de termoplàstics i termoestables;90,
SANT0066;Competències avançades d'atenció sanitària auxiliar;40,;2;SANITAT;;;0,
HOTT0112;Atenció  en transport ferroviari;350,;2;HOSTALERIA I TURISME;UC1057_2;Comunicar-se en anglès, amb un nivell d'usuari independent, en les activitats turístiques;90,
IFCD17;Fonaments i administració d'oracle database;200,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifcd17;;50,
VICF0411;Control de materials, processos i productes en laboratori ceràmic;520,;2;VIDRE I CERÀMICA;UC0149_2;Realitzar assajos normalitzats de control de productes ceràmics;120,
QUIT0110;Organització i control de la transformació de polímers termostables i els seus compostos;660,;3;QUÍMICA;UC0781_3;Verificar l'estat i funcionament de màquines i instal·lacions del procés de transformació de polímers i dels seus serveis auxiliars;130,
HOTR0075;Operacions auxiliars de restauració;650,;1;HOSTALERIA I TURISME;;;0,
IFCD0211;Sistemes de gestió d'informació;590,;3;INFORMÀTICA I COMUNICACIONS;UC0968_3;Administrar el sistema de gestió d'informació;100,
ADGG0408;Operacions auxiliars de serveis administratius i generals;430,;1;ADMINISTRACIÓ I GESTIÓ;UC0970_1;Transmetre i rebre informació operativa en gestions rutinàries amb agents externs de l'organització;120,
FCOI27;Aplicació del full de càlcul Excel. Nivell inicial;40,;1;FORMACIÓ COMPLEMENTARIA;noUC_fcoi27;;15,
AFDA0311;Instrucció en ioga;550,;3;ACTIVITATS FÍSIQUES I ESPORTIVES;UC2040_3;Concretar, dirigir i dinamitzar sessions d'instrucció en Ioga d'acord a les característiques, necessitats i expectatives dels practicants;150,
IMPQ0308;Tractaments capil·lars estètics;440,;3;IMATGE PERSONAL;UC1262_3;Realitzar tractaments capilars estètics en condicions de seguretat i higiene;120,
AGAR0110;Gestió d'aprofitaments forestals;630,;3;AGRÀRIA;UC1488_3;Gestionar els aprofitaments forestals no fusters;180,
ADGG0108;Assistència a la direcció;610,;3;ADMINISTRACIÓ I GESTIÓ;UC0984_3;Comunicar-se en anglès, amb un nivell d'usuari competent, en les activitats d'assistència a la direcció;110,
TCPF0110;Operacions de albarderia;360,;1;TÈXTIL, CONFECCIÓ I PELL;UC1233_1;Realitzar o reparar artícles d'albarderia;210,
HOTR0509;Rebosteria;500,;2;HOSTALERIA I TURISME;UC0709_2;Definir ofertes senzilles de rebosteria, realitzar l'aprovisionament intern i controlar consums;60,
SANT0019;La comunicació entre el professional sanitari, el malalt i la família;24,;2;SANITAT;;;0,
SSCG11;Atenció especialitzada a persones dependents amb Trastorn de l¿Espectre de l¿Autisme;250,;2;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_sscg11;;20,
IFCT146;Marine Digital Twin - Arquitectura Naval;104,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct146;;8,
AGAR0211;Gestió dels aprofitaments cinegeticopiscícoles;740,;3;AGRÀRIA;UC1500_3;Gestionar les repoblacions d'espècies cinegètiques;110,
IFCD31;Desenvolupament amb MEAN per a WEB i Cloud (FULL STACK);325,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd31;;5,
SEAD0117;C.18. Treballs d'aïllament i impermeabilització;20,;1;SEGURETAT I MEDI AMBIENT;;;0,
FMEM0031;Competències emergents en matèria de transformació digital en la Fabricació Mecànica;14,;1;FABRICACIÓ MECÀNICA;noUC_fmem0031;-;4,
SANT0065;Cures infermeres del pacient cremat;20,;3;SANITAT;;;0,
ADGN0210;Mediació d'assegurances i reassegurances privades i activitats auxiliars;730,;3;ADMINISTRACIÓ I GESTIÓ;UC1793_3;Planificar i gestionar l'activitat de mediació d'assegurances i reassegurances;90,
IFCT63;Científic de dades Cloudera;150,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct63;;80,
AGAX0108;Activitats auxiliars en ramaderia;510,;1;AGRÀRIA;UC0715_1;Realitzar les operacions auxiliars de manteniment i maneig de la maquinària i equips en explotacions agrícoles.;90,
IMAR0109;Desenvolupament de projectes d'instal·lacions de climatització i ventilació-extracció;570,;3;INSTAL·LACIÓ I MANTENIMENT;UC1166_3;Planificar i especificar el muntatge, les proves i els protocols d'instal·lacions de climatització i ventilació-extracció;160,
ADGN0210;Mediació d'assegurances i reassegurances privades i activitats auxiliars;730,;3;ADMINISTRACIÓ I GESTIÓ;UC0991_3;Atendre i tramitar suggerències, consultes en matèria de transparència i protecció, queixes i reclamacions del client o de la clienta de serveis financers;120,
IFCT57;Reparació de mòbils;120,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifct57;;10,
IFCD15;Programació java es 8 (oracle);160,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifcd15;;90,
CTRR0004;Pla d'evacuació d'emergències;15,;1;COMPETÈNCIES TRANSVERSALS;;;0,
EOCB0211;Paviments i obra de paleta d'urbanització;490,;2;EDIFICACIÓ I OBRA CIVIL;UC1932_2;Organitzar treballs d'obra de paleta d'urbanització;60,
IFCT132;Consultor SAP S4HANA Comptabilitat Analítica (CONTROLLING);300,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct132;;30,
ADGN0011;Business english -Bbanking and finances;60,;3;ADMINISTRACIÓ I GESTIÓ;;;0,
IFCD0097;Creació web amb tova Dreamweaver;60,;3;INFORMÀTICA I COMUNICACIONS;;;0,
TCPF0212;Confecció de vestuari a mida en tèxtil i pell;660,;2;TÈXTIL, CONFECCIÓ I PELL;UC1235_2;Realitzar l'acoblament a màquina en la confecció a mida;240,
AGAN0511;Gestió de la producció d'animals cinegètics;570,;3;AGRÀRIA;UC1489_3;Gestionar la producció d'ungulats cinegètics;140,
ARGT01DCP;Manipulacions bàsiques de productes gràfics per a persones amb discapacitat;800,;1;ARTS GRÀFIQUES;noUC_argt01dcp;;600,
ELEM0111;Muntatge i manteniment de sistemes domòtics i inmòtics;480,;2;ELECTRICITAT I ELECTRÒNICA;UC1818_2;Muntar sistemes domòtics i inmótics;210,
FMEM06;Programació del braç robòtic FANUC ¿ nivell inicial;40,;2;FABRICACIÓ MECÀNICA;noUC_fmem06;-;3,
IFCD42;Modelatge poligonal, texturitzat i animació;300,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd42;-;30,
TMVG13;Diagnosi d'avaries grup motor;60,;2;TRANSPORT I MANTENIMENT DE VEHICLES;noUC_tmvg13;;20,
MAMR0308;Mecanització de fusta i derivats;520,;2;FUSTA, MOBLE I SURO;UC0162_1;Mecanitzar fusta i derivats.;90,
TCPF0006;Confecció de prototips I;30,;1;TÈXTIL, CONFECCIÓ I PELL;;;0,
ADGD0208;Gestió integrada de recursos humans;790,;3;ADMINISTRACIÓ I GESTIÓ;UC0987_3;Administrar els sistemes d'informació i arxiu en suport convencional i informàtic;120,
SSCB0109;Dinamització comunitària;610,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_MP0142;Mòdul de pràctiques professionals no laborals de 'Dinamització comunitària';120,
TCPP0512;Gestió de la producció i qualitat de teixidura de punt;670,;3;TÈXTIL, CONFECCIÓ I PELL;UC0453_3;Analitzar matèries primeres, productes i processos tèxtils;150,
TCPF0110;Operacions de albarderia;360,;1;TÈXTIL, CONFECCIÓ I PELL;UC1233_1;Realitzar o reparar artícles d'albarderia;210,
SANT0108;Atenció sanitària a múltiples víctimes i en catàstrofes;460,;2;SANITAT;UC0361_2;Prestar atenció sanitària inicial a múltiples víctimes;140,
ELES0210;Gestió i supervisió del muntatge i manteniment de les infraestructures de telecomunicació i de xarxes de veu i dades en l'entorn d'edificis;680,;3;ELECTRICITAT I ELECTRÒNICA;UC1187_3;Supervisar el manteniment de les infraestructures de telecomunicació i de xarxes de veu i dades en l'entorn d'edificis;190,
ARGP0110;Tractament i maquetació d'elements gràfics en preimpressió;620,;2;ARTS GRÀFIQUES;UC0930_2;Realitzar la maquetació i/o compaginació de productes gràfics;140,
ARGP0110;Tractament i maquetació d'elements gràfics en preimpressió;620,;2;ARTS GRÀFIQUES;UC0200_2;Operar en el procés gràfic en condicions de seguretat, qualitat i productivitat;100,
CTRP0008;Habilitats de comunicació;30,;1;COMPETÈNCIES TRANSVERSALS;;;0,
ADGD95;Dinamització de projectes agroalimentaris i desenvolupament rural;155,;4;ADMINISTRACIÓ I GESTIÓ;noUC_adgd95;;35,
FCOI05;Gestió i suport a la transformació digital a l'empresa;345,;4;FORMACIÓ COMPLEMENTARIA;noUC_fcoi05;;40,
TCPN0004;Creació artesana i manufactura d'articles de pell;12,;2;TÈXTIL, CONFECCIÓ I PELL;;;0,
SSCG0006;Eines d'interveción educativa contra la violència masclista;30,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;;;0,
QUIA0112;Organització i control d'assaigs destructius de caracterització de materials i productes;880,;3;QUÍMICA;UC0052_3;Organitzar i gestionar l'activitat del laboratori aplicant els procediments i normes específiques;130,
AGAN0212;Realització de procediments experimentals amb animals per a la investigació i altres finalitats científiques;750,;3;AGRÀRIA;UC1737_3;Realitzar procediments experimentals amb animals;140,
FMEM02;Managers d'automoció 4.0: estratègia i coneixement de la transformació digital;55,;3;FABRICACIÓ MECÀNICA;noUC_fmem02;;6,
ELEE0110;Desenvolupament de projectes d'instal·lacions elèctriques en l'entorn d'edificis i amb fins especials;520,;3;ELECTRICITAT I ELECTRÒNICA;UC0830_3;Desenvolupar projectes d'instal·lacions elèctriques de baixa tensió en locals de característiques especials i instal·lacions amb fins especials;220,
AGAX0108;Activitats auxiliars en ramaderia;510,;1;AGRÀRIA;UC0714_1;Realitzar el pasturatge del bestiar.;90,
SEAD0006;C.1. Operaris de fabricació, producció i transformació;20,;1;SEGURETAT I MEDI AMBIENT;;;0,
TMVG0409;Manteniment del motor i dels seus sistemes auxiliars;520,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0132_2;Mantenir el motor tèrmic;260,
TMVU0112;Manteniment de la planta propulsora, màquines i equips auxiliars d'embarcacions esportives i d'esbarjo;840,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0132_2;Mantenir el motor tèrmic;260,
TMVU0312;Organització i supervisió del manteniment dels sistemes i equips d'embarcacions esportives i d'esbarjo;530,;3;TRANSPORT I MANTENIMENT DE VEHICLES;UC1999_3;Organitzar i supervisar el manteniment dels sistemes de fred i climatització i de servei de fluids d'embarcacions esportives i d'esbarjo;150,
IEXD0109;Disseny i coordinació de projectes en pedra natural;730,;3;INDÚSTRIES EXTRACTIVES;UC0866_3;Realitzar l'estudi de viabilitat i pressupostos de projectes en pedra natural;140,
ARGG0212;Il·lustració;750,;3;ARTS GRÀFIQUES;UC2234_3;Realitzar les arts finals de la il·lustració;90,
INAH0210;Elaboració de cervesa;310,;2;INDÚSTRIA ALIMENTÀRIA;UC0314_2;Controlar el procés d'envasament i condicionament de begudes;60,
MAPU0111;Gestió de la producció de viver en aqüicultura;480,;3;MARÍTIM PESQUER;noUC_MP0445;Mòdul de pràctiques professionals no laborals de 'Gestió de la producció de viver en acuïcultura';120,
TCPC0112;Patronatge de calçat i marroquineria;750,;3;TÈXTIL, CONFECCIÓ I PELL;UC0918_3;Efectuar la industrialització de patrons de calçat i marroquineria;120,
INAE0110;Indústries làcties;600,;3;INDÚSTRIA ALIMENTÀRIA;UC0573_3;Aplicar tècniques de control analític i sensorial del procés d'elaboració de llets de consum i de productes lactis;60,
HOTG0108;Creació i gestió de viatges combinats i esdeveniments;670,;3;HOSTALERIA I TURISME;UC1055_3;Elaborar i operar viatges combinats, excursions i trasllats.;150,
IFCT0509;Administració de serveis d'internet;590,;3;INFORMÀTICA I COMUNICACIONS;UC0497_3;Instal·lar, configurar i administrar serveis de transferència d'arxius i multimèdia;120,
MAPN0108;Confecció i manteniment d'arts i aparells;330,;2;MARÍTIM PESQUER;UC0014_2;Mantenir arts i aparells de pesca;100,
TCPF0109;Retocs i adaptacions de peces i articles en tèxtil i pell;390,;1;TÈXTIL, CONFECCIÓ I PELL;UC1226_1;Realitzar arranjaments en peces de vestir i roba de llar;100,
TMVI0108;Conducció d'autobusos;370,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC1462_2;Realitzar la conducció del vehicle i altres operacions relacionades amb els serveis de transport;130,
SSCG0211;Mediació entre la persona sordcega i la comunitat;830,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;UC1437_3;Utilitzar la llengua de signes espanyola per a l'exercici de les seves funcions;320,
IMAQ0110;Instal·lació i manteniment d'ascensors i altres equips fixos d'elevació i transport;560,;2;INSTAL·LACIÓ I MANTENIMENT;UC1877_2;Instal·lar ascensors i altres equips fixos d'elevació i transport;270,
IMSV0408;Assistència a la direcció cinematogràfica i d'obres audiovisuals;440,;3;IMATGE I SO;UC0701_3;Coordinar la disponibilitat i adequació dels recursos humans, tècnics i artístics necessaris per al rodatge/gravació;120,
SSCB0211;Direcció i coordinació dactivitats d'educació en el lleure infantil i juvenil;410,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;UC1867_2;Actuar en processos grupals considerant el comportament i les característiques evolutives de la infància i la joventut;30,
IEXM0210;Excavació subterrània mecanitzada dirigida de petita secció;470,;2;INDÚSTRIES EXTRACTIVES;UC1386_2;Realitzar espais subterranis amb microtuneladores;160,
IFCT80;Creació de prototips de IOT amb Raspberry;200,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct80;-;60,
IFCT81;LOPDGDD - reglament de protecció de dades per a professionals de les TIC;25,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct81;-;25,
SEAD0124;C.20. Construcció i manteniment de vies fèrries. Part específica;8,;1;SEGURETAT I MEDI AMBIENT;;;0,
TCPN0212;Aprestos i acabats de matèries i articles tèxtils;490,;2;TÈXTIL, CONFECCIÓ I PELL;UC0188_2;Preparar dissolucions per als tractaments d'ennobliment de matèries tèxtils;100,
ENAC13;Intervenció energètica a l'envolupant d'un edifici mitjançant sistemes passius;200,;2;ENERGIA I AIGUA;noUC_enac13;;80,
AGAN0511;Gestió de la producció d'animals cinegètics;570,;3;AGRÀRIA;UC1490_3;Gestionar la producció d'aus cinegètiques;130,
SSCG21;Estratègies d' autocura per a la persona cuidadora professional.;80,;2;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_sscg21;;30,
IFCD0100;Disseny d'Interfícies UX/UI;200,;2;INFORMÀTICA I COMUNICACIONS;;;0,
QUIA0111;Anàlisi biotecnològica;780,;3;QUÍMICA;UC1541_3;Supervisar l'adequat compliment de les normes de seguretat i ambientals en biotecnologia;60,
HOTR0031;Esculpit de fruites i verdures;12,;1;HOSTALERIA I TURISME;noUC_hotr0031;-;12,
INAJ02;Recepció i emmagatzematge de peix i marisc;100,;2;INDÚSTRIA ALIMENTÀRIA;noUC_inaj02;;50,
IMSV0108;Assistència a la producció cinematogràfica i d'obres audiovisuals;490,;3;IMATGE I SO;UC0704_3;Gestionar els recursos de producció de projectes cinematogràfics i d'obres audiovisuals;120,
TCPF0112;Tall, muntat i acabat en pelleteria;690,;2;TÈXTIL, CONFECCIÓ I PELL;UC0442_2;Realitzar el tall de pells per a pelleteria;150,
IMSV24;Vídeo Content Creator per a web i xarxes socials;100,;3;IMATGE I SO;noUC_imsv24;-;40,
IFCD0211;Sistemes de gestió d'informació;590,;3;INFORMÀTICA I COMUNICACIONS;UC0967_3;Crear i gestionar repositoris de continguts;200,
